study,dataset,model,corruption,reference,method,metric,paired_seeds,reference_mean,method_mean,mean_paired_difference,paired_difference_std,ci95_low,ci95_high,method_greater_count,raw_p,family,correction_scope,holm_p_scope,holm_p_family_wide,holm_p_all_378,included_in_replacement_registry,analysis_status
shared_downstream_repair_20260908,sign,standard,,kaiming,gabor,validation_aulc,10,10.8,11.799999999999999,0.9999999999999994,2.115492529406641,-0.5133321904403906,2.5133321904403894,6,0.16917284858804477,first_layer_training,first_layer_training|dataset=sign|metric=validation_aulc,0.33834569717608953,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,gabor,test_accuracy,10,16.142857142857146,19.0,2.857142857142857,5.8418305458977615,-1.3218509673754846,7.036136681661199,8,0.1563587145858944,first_layer_training,first_layer_training|dataset=sign|metric=test_accuracy,0.9381522875153664,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,gabor,conv1_drift,10,0.00029660284082639877,0.00029594361512863543,-6.592256977633327e-07,0.0001564442787954317,-0.00011257272093367541,0.00011125426953814875,5,0.9896590376600307,first_layer_training,first_layer_training|dataset=sign|metric=conv1_drift,0.9896590376600307,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,pca,initial_val_accuracy,10,9.666666666666668,11.0,1.3333333333333335,2.3306863292670035,-0.3339392279592359,3.000605894625903,3,0.10388813106210176,first_layer_training,first_layer_training|dataset=sign|metric=initial_val_accuracy,0.6233287863726106,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,pca,validation_aulc,10,10.8,12.15,1.3499999999999999,2.379762930406781,-0.3523798468394772,3.052379846839477,8,0.10641146899738498,first_layer_training,first_layer_training|dataset=sign|metric=validation_aulc,0.31923440699215494,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,pca,test_accuracy,10,16.142857142857146,19.0,2.8571428571428568,7.24529716890616,-2.32583050844387,8.040116222729583,7,0.2438624771928675,first_layer_training,first_layer_training|dataset=sign|metric=test_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,pca,conv1_drift,10,0.00029660284082639877,0.0002023777350405709,-9.422510578582788e-05,0.00018812225435097427,-0.00022879965960256724,4.0349448030911486e-05,5,0.14767787962896087,first_layer_training,first_layer_training|dataset=sign|metric=conv1_drift,0.29535575925792174,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,kmeans,initial_val_accuracy,10,9.666666666666668,9.166666666666668,-0.4999999999999999,2.086109261724287,-1.9923126669838331,0.9923126669838335,1,0.4678698063949912,first_layer_training,first_layer_training|dataset=sign|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,kmeans,validation_aulc,10,10.8,15.6,4.8,3.6369163440787515,2.198306776825683,7.401693223174316,9,0.002398862430561941,first_layer_training,first_layer_training|dataset=sign|metric=validation_aulc,0.014393174583371646,0.14393174583371646,0.6836757927101532,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,kmeans,test_accuracy,10,16.142857142857146,19.428571428571427,3.2857142857142856,8.187153257271413,-2.571022337115042,9.142450908543612,6,0.23624066021182594,first_layer_training,first_layer_training|dataset=sign|metric=test_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,kmeans,conv1_drift,10,0.00029660284082639877,0.0005740664943004959,0.0002774636534740971,0.00029827116469019845,6.409331596105017e-05,0.000490833990987144,8,0.016441878490610982,first_layer_training,first_layer_training|dataset=sign|metric=conv1_drift,0.04932563547183295,0.7727682890587162,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,di_wmf,initial_val_accuracy,10,9.666666666666668,9.833333333333334,0.16666666666666669,1.2297746456210363,-0.7130611188659686,1.0463944521993018,1,0.6783097418055796,first_layer_training,first_layer_training|dataset=sign|metric=initial_val_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,di_wmf,validation_aulc,10,10.8,14.48333333333333,3.6833333333333327,3.0706194332257617,1.4867445161675557,5.87992215049911,9,0.004261116450828616,first_layer_training,first_layer_training|dataset=sign|metric=validation_aulc,0.02130558225414308,0.2386225212464025,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,di_wmf,test_accuracy,10,16.142857142857146,18.0,1.857142857142857,7.9482452890309805,-3.828689300714257,7.54297501499997,7,0.47880530519687126,first_layer_training,first_layer_training|dataset=sign|metric=test_accuracy,1.0,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,di_wmf,conv1_drift,10,0.00029660284082639877,0.0008460168646706734,0.0005494140238442747,0.000472792432862454,0.0002111986919054464,0.0008876293557831029,8,0.005116882993304339,first_layer_training,first_layer_training|dataset=sign|metric=conv1_drift,0.030701297959826034,0.27119479864512996,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,lowrank_wmf,initial_val_accuracy,10,9.666666666666668,10.166666666666666,0.4999999999999999,1.1249142628509212,-0.30471518655530605,1.3047151865553057,2,0.1934220596033322,first_layer_training,first_layer_training|dataset=sign|metric=initial_val_accuracy,0.967110298016661,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
shared_downstream_repair_20260908,sign,standard,,kaiming,lowrank_wmf,validation_aulc,10,10.8,13.366666666666665,2.5666666666666664,3.0441200151549,0.3890343912220846,4.744298942111248,9,0.025778616352087377,first_layer_training,first_layer_training|dataset=sign|metric=validation_aulc,0.10311446540834951,1.0,1.0,True,"exploratory_repair; inherited retrospective scope, not preregistered"
